2020/02/24	16
2020/02/25	16
2020/02/26	19
2020/02/27	14
2020/02/28	11
2020/02/29	21
2020/03/01	15
2020/03/02	19
2020/03/03	11
2020/03/04	16
2020/03/05	14
2020/03/06	13
2020/03/07	10
2020/03/08	12
2020/03/09	16
2020/03/10	15
2020/03/11	19
2020/03/12	20
2020/03/13	21
2020/03/14	26
2020/03/15	24
2020/03/16	20
2020/03/17	25
2020/03/18	22
2020/03/19	27
2020/03/20	26
2020/03/21	28
2020/03/22	23
2020/03/23	26
2020/03/24	33
2020/03/25	40
2020/03/26	22
2020/03/27	36
2020/03/28	39
2020/03/29	41
2020/03/30	29
2020/03/31	36
2020/04/01	29
2020/04/02	42
2020/04/03	45
2020/04/04	37
2020/04/05	55
2020/04/06	56
2020/04/07	75
2020/04/08	83
2020/04/09	92
2020/04/10	91
2020/04/11	81
2020/04/12	104
2020/04/13	102
2020/04/14	62
2020/04/15	65
2020/04/16	75
2020/04/17	76
2020/04/18	89
2020/04/19	74
2020/04/20	100
2020/04/21	45
2020/04/22	63
2020/04/23	48
2020/04/24	69
2020/04/25	55
2020/04/26	62
2020/04/27	67
2020/04/28	82
2020/04/29	95
2020/04/30	238
2020/05/01	215
2020/05/02	192
2020/05/03	255
2020/05/04	229
2020/05/05	272
2020/05/06	360
2020/05/07	372
2020/05/08	357
2020/05/09	394
2020/05/10	480
2020/05/11	683
2020/05/12	778
2020/05/13	1100
2020/05/14	1580
2020/05/15	2158
2020/05/16	3986
2020/05/17	4567
2020/05/18	5143
2020/05/19	5091
2020/05/20	6014
2020/05/21	6130
2020/05/22	5290
2020/05/23	4401
2020/05/24	3035
2020/05/25	3072
